"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","PPP","TOT","NATUSD","A","2011",2.733128,
"ARG","PPP","TOT","NATUSD","A","2012",3.209365,
"ARG","PPP","TOT","NATUSD","A","2013",3.940185,
"ARG","PPP","TOT","NATUSD","A","2014",5.466052,
"ARG","PPP","TOT","NATUSD","A","2015",6.895809,
"ARG","PPP","TOT","NATUSD","A","2016",9.366391,
"ARG","PPP","TOT","NATUSD","A","2017",10.256822,
"ARG","PPP","TOT","NATUSD","A","2018",14.088447,
"ARG","PPP","TOT","NATUSD","A","2019",20.979325,
"CRI","PPP","TOT","NATUSD","A","2000",148.369463,
"CRI","PPP","TOT","NATUSD","A","2001",159.353591,
"CRI","PPP","TOT","NATUSD","A","2002",172.341452,
"CRI","PPP","TOT","NATUSD","A","2003",187.341654,
"CRI","PPP","TOT","NATUSD","A","2004",206.959617,
"CRI","PPP","TOT","NATUSD","A","2005",227.006674,
"CRI","PPP","TOT","NATUSD","A","2006",249.065417,
"CRI","PPP","TOT","NATUSD","A","2007",268.10308,
"CRI","PPP","TOT","NATUSD","A","2008",293.014756,
"CRI","PPP","TOT","NATUSD","A","2009",319.375472,
"CRI","PPP","TOT","NATUSD","A","2010",336.44065,
"CRI","PPP","TOT","NATUSD","A","2011",344.546021,
"CRI","PPP","TOT","NATUSD","A","2012",353.78476,
"CRI","PPP","TOT","NATUSD","A","2013",357.828125,
"CRI","PPP","TOT","NATUSD","A","2014",363.421783,
"CRI","PPP","TOT","NATUSD","A","2015",364.16272,
"CRI","PPP","TOT","NATUSD","A","2016",352.896851,
"CRI","PPP","TOT","NATUSD","A","2017",350.816864,
"CRI","PPP","TOT","NATUSD","A","2018",351.648941,
"CRI","PPP","TOT","NATUSD","A","2019",351.736707,
"BGR","PPP","TOT","NATUSD","A","2000",0.535834,
"BGR","PPP","TOT","NATUSD","A","2001",0.555721,
"BGR","PPP","TOT","NATUSD","A","2002",0.558292,
"BGR","PPP","TOT","NATUSD","A","2003",0.560437,
"BGR","PPP","TOT","NATUSD","A","2004",0.580774,
"BGR","PPP","TOT","NATUSD","A","2005",0.5965,
"BGR","PPP","TOT","NATUSD","A","2006",0.61897,
"BGR","PPP","TOT","NATUSD","A","2007",0.657112,
"BGR","PPP","TOT","NATUSD","A","2008",0.677679,
"BGR","PPP","TOT","NATUSD","A","2009",0.692531,
"BGR","PPP","TOT","NATUSD","A","2010",0.676486,
"BGR","PPP","TOT","NATUSD","A","2011",0.701072,
"BGR","PPP","TOT","NATUSD","A","2012",0.692815,
"BGR","PPP","TOT","NATUSD","A","2013",0.680007,
"BGR","PPP","TOT","NATUSD","A","2014",0.66123,
"BGR","PPP","TOT","NATUSD","A","2015",0.678517,
"BGR","PPP","TOT","NATUSD","A","2016",0.66673,
"BGR","PPP","TOT","NATUSD","A","2017",0.674147,
"BGR","PPP","TOT","NATUSD","A","2018",0.688774,
"BGR","PPP","TOT","NATUSD","A","2019",0.692622,
"HRV","PPP","TOT","NATUSD","A","2000",3.785592,
"HRV","PPP","TOT","NATUSD","A","2001",3.872181,
"HRV","PPP","TOT","NATUSD","A","2002",3.87937,
"HRV","PPP","TOT","NATUSD","A","2003",3.988362,
"HRV","PPP","TOT","NATUSD","A","2004",4.011709,
"HRV","PPP","TOT","NATUSD","A","2005",4.093493,
"HRV","PPP","TOT","NATUSD","A","2006",3.918797,
"HRV","PPP","TOT","NATUSD","A","2007",3.869533,
"HRV","PPP","TOT","NATUSD","A","2008",3.872402,
"HRV","PPP","TOT","NATUSD","A","2009",3.838873,
"HRV","PPP","TOT","NATUSD","A","2010",3.870927,
"HRV","PPP","TOT","NATUSD","A","2011",3.752627,
"HRV","PPP","TOT","NATUSD","A","2012",3.664137,
"HRV","PPP","TOT","NATUSD","A","2013",3.575111,
"HRV","PPP","TOT","NATUSD","A","2014",3.543485,
"HRV","PPP","TOT","NATUSD","A","2015",3.51143,
"HRV","PPP","TOT","NATUSD","A","2016",3.382347,
"HRV","PPP","TOT","NATUSD","A","2017",3.327297,
"HRV","PPP","TOT","NATUSD","A","2018",3.33105,
"HRV","PPP","TOT","NATUSD","A","2019",3.281777,
"CYP","PPP","TOT","NATUSD","A","2000",0.716835,
"CYP","PPP","TOT","NATUSD","A","2001",0.711531,
"CYP","PPP","TOT","NATUSD","A","2002",0.71051,
"CYP","PPP","TOT","NATUSD","A","2003",0.737331,
"CYP","PPP","TOT","NATUSD","A","2004",0.734304,
"CYP","PPP","TOT","NATUSD","A","2005",0.72289,
"CYP","PPP","TOT","NATUSD","A","2006",0.710688,
"CYP","PPP","TOT","NATUSD","A","2007",0.694952,
"CYP","PPP","TOT","NATUSD","A","2008",0.693816,
"CYP","PPP","TOT","NATUSD","A","2009",0.681425,
"CYP","PPP","TOT","NATUSD","A","2010",0.699672,
"CYP","PPP","TOT","NATUSD","A","2011",0.698621,
"CYP","PPP","TOT","NATUSD","A","2012",0.70685,
"CYP","PPP","TOT","NATUSD","A","2013",0.687315,
"CYP","PPP","TOT","NATUSD","A","2014",0.679711,
"CYP","PPP","TOT","NATUSD","A","2015",0.662961,
"CYP","PPP","TOT","NATUSD","A","2016",0.622389,
"CYP","PPP","TOT","NATUSD","A","2017",0.614917,
"CYP","PPP","TOT","NATUSD","A","2018",0.609512,
"CYP","PPP","TOT","NATUSD","A","2019",0.603233,
"MLT","PPP","TOT","NATUSD","A","2000",0.579841,
"MLT","PPP","TOT","NATUSD","A","2001",0.58885,
"MLT","PPP","TOT","NATUSD","A","2002",0.581839,
"MLT","PPP","TOT","NATUSD","A","2003",0.574524,
"MLT","PPP","TOT","NATUSD","A","2004",0.56677,
"MLT","PPP","TOT","NATUSD","A","2005",0.572729,
"MLT","PPP","TOT","NATUSD","A","2006",0.572303,
"MLT","PPP","TOT","NATUSD","A","2007",0.568698,
"MLT","PPP","TOT","NATUSD","A","2008",0.571552,
"MLT","PPP","TOT","NATUSD","A","2009",0.568907,
"MLT","PPP","TOT","NATUSD","A","2010",0.572095,
"MLT","PPP","TOT","NATUSD","A","2011",0.574147,
"MLT","PPP","TOT","NATUSD","A","2012",0.579729,
"MLT","PPP","TOT","NATUSD","A","2013",0.577477,
"MLT","PPP","TOT","NATUSD","A","2014",0.58636,
"MLT","PPP","TOT","NATUSD","A","2015",0.599538,
"MLT","PPP","TOT","NATUSD","A","2016",0.583075,
"MLT","PPP","TOT","NATUSD","A","2017",0.577968,
"MLT","PPP","TOT","NATUSD","A","2018",0.584068,
"MLT","PPP","TOT","NATUSD","A","2019",0.575613,
"PER","PPP","TOT","NATUSD","A","2000",1.353251,
"PER","PPP","TOT","NATUSD","A","2001",1.330234,
"PER","PPP","TOT","NATUSD","A","2002",1.310948,
"PER","PPP","TOT","NATUSD","A","2003",1.310261,
"PER","PPP","TOT","NATUSD","A","2004",1.356026,
"PER","PPP","TOT","NATUSD","A","2005",1.361139,
"PER","PPP","TOT","NATUSD","A","2006",1.422309,
"PER","PPP","TOT","NATUSD","A","2007",1.405748,
"PER","PPP","TOT","NATUSD","A","2008",1.39414,
"PER","PPP","TOT","NATUSD","A","2009",1.412145,
"PER","PPP","TOT","NATUSD","A","2010",1.475595,
"PER","PPP","TOT","NATUSD","A","2011",1.542905,
"PER","PPP","TOT","NATUSD","A","2012",1.598911,
"PER","PPP","TOT","NATUSD","A","2013",1.615967,
"PER","PPP","TOT","NATUSD","A","2014",1.64592,
"PER","PPP","TOT","NATUSD","A","2015",1.714139,
"PER","PPP","TOT","NATUSD","A","2016",1.743377,
"PER","PPP","TOT","NATUSD","A","2017",1.749455,
"PER","PPP","TOT","NATUSD","A","2018",1.742287,
"ROU","PPP","TOT","NATUSD","A","2000",0.615954,
"ROU","PPP","TOT","NATUSD","A","2001",0.813337,
"ROU","PPP","TOT","NATUSD","A","2002",0.978358,
"ROU","PPP","TOT","NATUSD","A","2003",1.177957,
"ROU","PPP","TOT","NATUSD","A","2004",1.269901,
"ROU","PPP","TOT","NATUSD","A","2005",1.401276,
"ROU","PPP","TOT","NATUSD","A","2006",1.40112,
"ROU","PPP","TOT","NATUSD","A","2007",1.489455,
"ROU","PPP","TOT","NATUSD","A","2008",1.566236,
"ROU","PPP","TOT","NATUSD","A","2009",1.565715,
"ROU","PPP","TOT","NATUSD","A","2010",1.536616,
"ROU","PPP","TOT","NATUSD","A","2011",1.550035,
"ROU","PPP","TOT","NATUSD","A","2012",1.56359,
"ROU","PPP","TOT","NATUSD","A","2013",1.60622,
"ROU","PPP","TOT","NATUSD","A","2014",1.62837,
"ROU","PPP","TOT","NATUSD","A","2015",1.662421,
"ROU","PPP","TOT","NATUSD","A","2016",1.597081,
"ROU","PPP","TOT","NATUSD","A","2017",1.604418,
"ROU","PPP","TOT","NATUSD","A","2018",1.669096,
"ROU","PPP","TOT","NATUSD","A","2019",1.69525,
"MKD","PPP","TOT","NATUSD","A","2000",19.938955,
"MKD","PPP","TOT","NATUSD","A","2001",20.492875,
"MKD","PPP","TOT","NATUSD","A","2002",20.01517,
"MKD","PPP","TOT","NATUSD","A","2003",20.122443,
"MKD","PPP","TOT","NATUSD","A","2004",19.279212,
"MKD","PPP","TOT","NATUSD","A","2005",19.293466,
"MKD","PPP","TOT","NATUSD","A","2006",18.908251,
"MKD","PPP","TOT","NATUSD","A","2007",19.533808,
"MKD","PPP","TOT","NATUSD","A","2008",19.263815,
"MKD","PPP","TOT","NATUSD","A","2009",18.346435,
"MKD","PPP","TOT","NATUSD","A","2010",18.717778,
"MKD","PPP","TOT","NATUSD","A","2011",19.289513,
"MKD","PPP","TOT","NATUSD","A","2012",19.003463,
"MKD","PPP","TOT","NATUSD","A","2013",19.105335,
"MKD","PPP","TOT","NATUSD","A","2014",18.995867,
"MKD","PPP","TOT","NATUSD","A","2015",19.435391,
"MKD","PPP","TOT","NATUSD","A","2016",18.960533,
"MKD","PPP","TOT","NATUSD","A","2017",19.042993,
"MKD","PPP","TOT","NATUSD","A","2018",19.068183,
"MKD","PPP","TOT","NATUSD","A","2019",18.793487,
"ZMB","PPP","TOT","NATUSD","A","2000",0.653737,
"ZMB","PPP","TOT","NATUSD","A","2001",0.801751,
"ZMB","PPP","TOT","NATUSD","A","2002",0.942313,
"ZMB","PPP","TOT","NATUSD","A","2003",1.088027,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268403,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434898,
"ZMB","PPP","TOT","NATUSD","A","2006",1.595288,
"ZMB","PPP","TOT","NATUSD","A","2007",1.755055,
"ZMB","PPP","TOT","NATUSD","A","2008",1.904747,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995433,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247623,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.646239,
"ZMB","PPP","TOT","NATUSD","A","2013",2.828945,
"ZMB","PPP","TOT","NATUSD","A","2014",3.06475,
"ZMB","PPP","TOT","NATUSD","A","2015",3.365914,
"ZMB","PPP","TOT","NATUSD","A","2016",3.877613,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.474701,
"HKG","PPP","TOT","NATUSD","A","2000",7.102746,
"HKG","PPP","TOT","NATUSD","A","2001",6.827004,
"HKG","PPP","TOT","NATUSD","A","2002",6.492071,
"HKG","PPP","TOT","NATUSD","A","2003",5.990789,
"HKG","PPP","TOT","NATUSD","A","2004",5.624248,
"HKG","PPP","TOT","NATUSD","A","2005",5.446159,
"HKG","PPP","TOT","NATUSD","A","2006",5.25792,
"HKG","PPP","TOT","NATUSD","A","2007",5.281026,
"HKG","PPP","TOT","NATUSD","A","2008",5.246647,
"HKG","PPP","TOT","NATUSD","A","2009",5.187401,
"HKG","PPP","TOT","NATUSD","A","2010",5.141533,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454186,
"HKG","PPP","TOT","NATUSD","A","2013",5.547488,
"HKG","PPP","TOT","NATUSD","A","2014",5.707185,
"HKG","PPP","TOT","NATUSD","A","2015",5.83122,
"HKG","PPP","TOT","NATUSD","A","2016",5.931908,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.082646,
"MDG","PPP","TOT","NATUSD","A","2000",256.183095,
"MDG","PPP","TOT","NATUSD","A","2001",268.901967,
"MDG","PPP","TOT","NATUSD","A","2002",305.152296,
"MDG","PPP","TOT","NATUSD","A","2003",307.871065,
"MDG","PPP","TOT","NATUSD","A","2004",342.682618,
"MDG","PPP","TOT","NATUSD","A","2005",393.213503,
"MDG","PPP","TOT","NATUSD","A","2006",425.439251,
"MDG","PPP","TOT","NATUSD","A","2007",527.175242,
"MDG","PPP","TOT","NATUSD","A","2008",555.829546,
"MDG","PPP","TOT","NATUSD","A","2009",589.84716,
"MDG","PPP","TOT","NATUSD","A","2010",642.632653,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",741.047607,
"MDG","PPP","TOT","NATUSD","A","2013",776.217163,
"MDG","PPP","TOT","NATUSD","A","2014",823.655884,
"MDG","PPP","TOT","NATUSD","A","2015",886.092041,
"MDG","PPP","TOT","NATUSD","A","2016",940.873291,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1064.35146,
"MAR","PPP","TOT","NATUSD","A","2000",3.963041,
"MAR","PPP","TOT","NATUSD","A","2001",3.903277,
"MAR","PPP","TOT","NATUSD","A","2002",3.888936,
"MAR","PPP","TOT","NATUSD","A","2003",3.858602,
"MAR","PPP","TOT","NATUSD","A","2004",3.803255,
"MAR","PPP","TOT","NATUSD","A","2005",3.732276,
"MAR","PPP","TOT","NATUSD","A","2006",3.678727,
"MAR","PPP","TOT","NATUSD","A","2007",3.711284,
"MAR","PPP","TOT","NATUSD","A","2008",3.805403,
"MAR","PPP","TOT","NATUSD","A","2009",3.782161,
"MAR","PPP","TOT","NATUSD","A","2010",3.775071,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.757054,
"MAR","PPP","TOT","NATUSD","A","2013",3.8147,
"MAR","PPP","TOT","NATUSD","A","2014",3.970819,
"MAR","PPP","TOT","NATUSD","A","2015",3.993365,
"MAR","PPP","TOT","NATUSD","A","2016",4.017611,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.969633,
"SGP","PPP","TOT","NATUSD","A","2000",0.937466,
"SGP","PPP","TOT","NATUSD","A","2001",0.900684,
"SGP","PPP","TOT","NATUSD","A","2002",0.87878,
"SGP","PPP","TOT","NATUSD","A","2003",0.847337,
"SGP","PPP","TOT","NATUSD","A","2004",0.858735,
"SGP","PPP","TOT","NATUSD","A","2005",0.848679,
"SGP","PPP","TOT","NATUSD","A","2006",0.838954,
"SGP","PPP","TOT","NATUSD","A","2007",0.865344,
"SGP","PPP","TOT","NATUSD","A","2008",0.837067,
"SGP","PPP","TOT","NATUSD","A","2009",0.855332,
"SGP","PPP","TOT","NATUSD","A","2010",0.854802,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845866,
"SGP","PPP","TOT","NATUSD","A","2013",0.858802,
"SGP","PPP","TOT","NATUSD","A","2014",0.86406,
"SGP","PPP","TOT","NATUSD","A","2015",0.879622,
"SGP","PPP","TOT","NATUSD","A","2016",0.878245,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.881417,
